activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration,note
Finance & Paperwork,Work,1.75347E+12,Fri Jul 25 22:08:00 GMT+02:00 2025,1.75348E+12,Fri Jul 25 22:37:08 GMT+01:00 2025,1746847,29 min,
Cooking,Emotional Avoidance,1.75348E+12,Fri Jul 25 23:20:00 GMT+02:00 2025,1.75348E+12,Fri Jul 25 23:21:01 GMT+01:00 2025,60000,1 min,
Process Emotions,Responsibilities ,1.75348E+12,Sat Jul 26 00:01:00 GMT+02:00 2025,1.75348E+12,Sat Jul 26 00:07:02 GMT+01:00 2025,347986,5 min,
Work Architecture ,Emotional Avoidance,1.75348E+12,Sat Jul 26 00:10:00 GMT+02:00 2025,1.75348E+12,Sat Jul 26 00:58:20 GMT+01:00 2025,2847426,47 min,
Coding,Work,1.75348E+12,Sat Jul 26 00:29:00 GMT+02:00 2025,1.75348E+12,Sat Jul 26 00:30:47 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.75349E+12,Sat Jul 26 01:17:00 GMT+02:00 2025,1.75351E+12,Sat Jul 26 09:00:00 GMT+02:00 2025,27780000,7 h 43 min,
Wellness ,Responsibilities ,1.75351E+12,Sat Jul 26 09:00:00 GMT+02:00 2025,1.75351E+12,Sat Jul 26 09:13:30 GMT+01:00 2025,771295,12 min,
Tech Config,Relax & Wonder,1.75351E+12,Sat Jul 26 09:26:00 GMT+02:00 2025,1.75352E+12,Sat Jul 26 09:38:39 GMT+01:00 2025,705726,11 min,
Life Architecture,Active,1.75352E+12,Sat Jul 26 09:43:00 GMT+02:00 2025,1.75353E+12,Sat Jul 26 12:57:39 GMT+01:00 2025,11625849,3 h 13 min,
Work Distractions,Work,1.75352E+12,Sat Jul 26 10:12:00 GMT+02:00 2025,1.75352E+12,Sat Jul 26 10:13:54 GMT+01:00 2025,60000,1 min,
Meditate Affir Bodyscan,Screen Relaxation,1.75352E+12,Sat Jul 26 12:00:00 GMT+02:00 2025,1.75353E+12,Sat Jul 26 12:35:51 GMT+01:00 2025,2097261,34 min,
Positive Reframing,Relax & Wonder,1.75353E+12,Sat Jul 26 12:24:00 GMT+02:00 2025,1.75354E+12,Sat Jul 26 15:10:30 GMT+01:00 2025,9976411,2 h 46 min,
Sports,Active,1.75353E+12,Sat Jul 26 12:45:00 GMT+02:00 2025,1.75353E+12,Sat Jul 26 13:41:24 GMT+01:00 2025,3343922,55 min,
Tech News,Emotional Work,1.75354E+12,Sat Jul 26 16:13:00 GMT+02:00 2025,1.75355E+12,Sat Jul 26 17:52:56 GMT+01:00 2025,5955702,1 h 39 min,
Work Distractions,Connect,1.75354E+12,Sat Jul 26 16:21:00 GMT+02:00 2025,1.75354E+12,Sat Jul 26 17:15:31 GMT+01:00 2025,3252870,54 min,
Coding,Work,1.75354E+12,Sat Jul 26 16:32:00 GMT+02:00 2025,1.75354E+12,Sat Jul 26 16:33:42 GMT+01:00 2025,80391,1 min,
Shop/Book/Plan,Emotional Work,1.75354E+12,Sat Jul 26 16:42:00 GMT+02:00 2025,1.75354E+12,Sat Jul 26 16:43:06 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Work,1.75354E+12,Sat Jul 26 16:53:00 GMT+02:00 2025,1.75355E+12,Sat Jul 26 17:55:12 GMT+01:00 2025,3689685,1 h 1 min,
Friends & Family,Screen Relaxation,1.75354E+12,Sat Jul 26 17:14:00 GMT+02:00 2025,1.75354E+12,Sat Jul 26 17:15:43 GMT+01:00 2025,60000,1 min,
Work-Tech Play,Work,1.75354E+12,Sat Jul 26 17:46:00 GMT+02:00 2025,1.75354E+12,Sat Jul 26 17:47:28 GMT+01:00 2025,60000,1 min,
AWS AI,Emotional Work,1.75355E+12,Sat Jul 26 18:09:00 GMT+02:00 2025,1.75355E+12,Sat Jul 26 18:22:34 GMT+01:00 2025,776562,12 min,
Shop/Book/Plan,Screen Relaxation,1.75355E+12,Sat Jul 26 18:28:00 GMT+02:00 2025,1.75356E+12,Sat Jul 26 21:15:52 GMT+01:00 2025,10055676,2 h 47 min,
Work Distractions,Responsibilities ,1.75355E+12,Sat Jul 26 18:56:00 GMT+02:00 2025,1.75356E+12,Sat Jul 26 22:29:54 GMT+01:00 2025,12784912,3 h 33 min,
Needed Tech Config,Emotional Avoidance,1.75355E+12,Sat Jul 26 19:06:00 GMT+02:00 2025,1.75355E+12,Sat Jul 26 20:09:07 GMT+01:00 2025,3738284,1 h 2 min,
Belonging Architecture ,Active,1.75355E+12,Sat Jul 26 19:39:00 GMT+02:00 2025,1.75355E+12,Sat Jul 26 19:54:24 GMT+01:00 2025,918074,15 min,
Social Dating Chances,Work,1.75355E+12,Sat Jul 26 19:49:00 GMT+02:00 2025,1.75355E+12,Sat Jul 26 19:50:28 GMT+01:00 2025,60000,1 min,
Joy Architecture,Active,1.75356E+12,Sat Jul 26 20:37:00 GMT+02:00 2025,1.75356E+12,Sat Jul 26 21:57:19 GMT+01:00 2025,4777633,1 h 19 min,
Sports,Connect,1.75356E+12,Sat Jul 26 20:49:00 GMT+02:00 2025,1.75357E+12,Sat Jul 26 23:39:54 GMT+01:00 2025,10213002,2 h 50 min,
Play music,Emotional Work,1.75356E+12,Sat Jul 26 22:59:00 GMT+02:00 2025,1.75357E+12,Sat Jul 26 23:29:58 GMT+01:00 2025,1817212,30 min,
Wonder,Active,1.75356E+12,Sat Jul 26 23:09:00 GMT+02:00 2025,1.75356E+12,Sat Jul 26 23:10:41 GMT+01:00 2025,60000,1 min,
Public Speaking,Emotional Work,1.75356E+12,Sat Jul 26 23:15:00 GMT+02:00 2025,1.75357E+12,Sun Jul 27 00:48:56 GMT+01:00 2025,5610946,1 h 33 min,
Positive Reframing,Active,1.75357E+12,Sat Jul 26 23:23:00 GMT+02:00 2025,1.75357E+12,Sun Jul 27 01:19:03 GMT+01:00 2025,6915031,1 h 55 min,
Sleep,Sleep,1.75357E+12,Sat Jul 26 23:45:00 GMT+02:00 2025,1.7536E+12,Sun Jul 27 09:06:00 GMT+02:00 2025,33672786,9 h 21 min,
Coding,Emotional Avoidance,1.7536E+12,Sun Jul 27 09:06:00 GMT+02:00 2025,1.7536E+12,Sun Jul 27 09:07:21 GMT+01:00 2025,60000,1 min,
Walk/Bike/Pack/Look,Emotional Avoidance,1.7536E+12,Sun Jul 27 09:27:00 GMT+02:00 2025,1.7536E+12,Sun Jul 27 10:26:51 GMT+01:00 2025,3569877,59 min,
Finance & Paperwork,Screen Relaxation,1.7536E+12,Sun Jul 27 09:47:00 GMT+02:00 2025,1.75361E+12,Sun Jul 27 11:05:47 GMT+01:00 2025,4706032,1 h 18 min,
Work-Tech Play,Emotional Avoidance,1.7536E+12,Sun Jul 27 10:02:00 GMT+02:00 2025,1.75361E+12,Sun Jul 27 10:44:39 GMT+01:00 2025,2537727,42 min,
Hobbies,Screen Relaxation,1.7536E+12,Sun Jul 27 10:19:00 GMT+02:00 2025,1.7536E+12,Sun Jul 27 10:20:30 GMT+01:00 2025,60000,1 min,
Walk/Bike/Pack/Look,Emotional Avoidance,1.75361E+12,Sun Jul 27 11:50:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 13:48:05 GMT+01:00 2025,7041314,1 h 57 min,
Snooze,Emotional Avoidance,1.75361E+12,Sun Jul 27 12:06:00 GMT+02:00 2025,1.75361E+12,Sun Jul 27 12:26:27 GMT+01:00 2025,1171933,19 min,
Coding,Emotional Avoidance,1.75361E+12,Sun Jul 27 12:18:00 GMT+02:00 2025,1.75361E+12,Sun Jul 27 12:19:36 GMT+01:00 2025,60000,1 min,
Belonging Architecture ,Emotional Work,1.75361E+12,Sun Jul 27 12:25:00 GMT+02:00 2025,1.75361E+12,Sun Jul 27 12:26:36 GMT+01:00 2025,60000,1 min,
Finance & Paperwork,Work,1.75361E+12,Sun Jul 27 12:30:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 14:44:50 GMT+01:00 2025,8054114,2 h 14 min,
Private Impact,Screen Relaxation,1.75362E+12,Sun Jul 27 13:42:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 15:12:42 GMT+01:00 2025,5390177,1 h 29 min,
w_Start-up,Active,1.75362E+12,Sun Jul 27 13:57:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 14:51:15 GMT+01:00 2025,3203854,53 min,
Public Speaking,Emotional Avoidance,1.75362E+12,Sun Jul 27 14:17:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 14:34:51 GMT+01:00 2025,1019360,16 min,
AWS AI,Emotional Work,1.75362E+12,Sun Jul 27 14:56:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 15:07:44 GMT+01:00 2025,652455,10 min,
Hygiene & Styling,Emotional Work,1.75362E+12,Sun Jul 27 15:51:00 GMT+02:00 2025,1.75362E+12,Sun Jul 27 15:52:41 GMT+01:00 2025,60000,1 min,
Private Impact,Emotional Work,1.75362E+12,Sun Jul 27 16:01:00 GMT+02:00 2025,1.75363E+12,Sun Jul 27 16:19:17 GMT+01:00 2025,1055829,17 min,
Meditate Affir Bodyscan,Screen Relaxation,1.75363E+12,Sun Jul 27 17:03:00 GMT+02:00 2025,1.75363E+12,Sun Jul 27 17:04:01 GMT+01:00 2025,60000,1 min,
Life Architecture,Work,1.75363E+12,Sun Jul 27 17:21:00 GMT+02:00 2025,1.75363E+12,Sun Jul 27 17:22:01 GMT+01:00 2025,60000,1 min,
w_Start-up,Screen Relaxation,1.75363E+12,Sun Jul 27 17:41:00 GMT+02:00 2025,1.75363E+12,Sun Jul 27 18:06:55 GMT+01:00 2025,1554215,25 min,
Social,Active,1.75363E+12,Sun Jul 27 18:31:00 GMT+02:00 2025,1.75364E+12,Sun Jul 27 20:00:23 GMT+01:00 2025,5362123,1 h 29 min,
Nature,Work,1.75363E+12,Sun Jul 27 18:37:00 GMT+02:00 2025,1.75364E+12,Sun Jul 27 19:21:36 GMT+01:00 2025,2674942,44 min,
Tech News,Responsibilities ,1.75364E+12,Sun Jul 27 19:21:00 GMT+02:00 2025,1.75364E+12,Sun Jul 27 21:03:41 GMT+01:00 2025,6127342,1 h 42 min,
Friends & Family,Relax & Wonder,1.75364E+12,Sun Jul 27 19:32:00 GMT+02:00 2025,1.75365E+12,Sun Jul 27 21:52:52 GMT+01:00 2025,8419206,2 h 20 min,
Guilt free Media,Emotional Work,1.75364E+12,Sun Jul 27 19:41:00 GMT+02:00 2025,1.75365E+12,Sun Jul 27 21:41:49 GMT+01:00 2025,7215962,2 h 0 min,
Work Training,Screen Relaxation,1.75365E+12,Sun Jul 27 21:37:00 GMT+02:00 2025,1.75365E+12,Sun Jul 27 22:57:34 GMT+01:00 2025,4785778,1 h 19 min,
Dating ,Responsibilities ,1.75365E+12,Sun Jul 27 22:00:00 GMT+02:00 2025,1.75365E+12,Sun Jul 27 22:48:57 GMT+01:00 2025,2889109,48 min,
Sports,Connect,1.75365E+12,Sun Jul 27 22:23:00 GMT+02:00 2025,1.75365E+12,Sun Jul 27 22:24:28 GMT+01:00 2025,60000,1 min,
Arts & Culture,Screen Relaxation,1.75365E+12,Sun Jul 27 23:18:00 GMT+02:00 2025,1.75366E+12,Mon Jul 28 00:56:48 GMT+01:00 2025,5899984,1 h 38 min,
Social Dating Chances,Emotional Avoidance,1.75365E+12,Sun Jul 27 23:41:00 GMT+02:00 2025,1.75366E+12,Mon Jul 28 02:24:34 GMT+01:00 2025,9786406,2 h 43 min,
Distracting Media,Relax & Wonder,1.75366E+12,Mon Jul 28 00:30:00 GMT+02:00 2025,1.75366E+12,Mon Jul 28 01:41:37 GMT+01:00 2025,4254783,1 h 10 min,
Snooze,Emotional Avoidance,1.75366E+12,Mon Jul 28 00:35:00 GMT+02:00 2025,1.75367E+12,Mon Jul 28 03:34:32 GMT+01:00 2025,10768602,2 h 59 min,
Friends & Family,Work,1.75366E+12,Mon Jul 28 00:42:00 GMT+02:00 2025,1.75366E+12,Mon Jul 28 00:43:09 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.75366E+12,Mon Jul 28 01:23:00 GMT+02:00 2025,1.75368E+12,Mon Jul 28 08:24:00 GMT+02:00 2025,25260000,7 h 1 min,
Process Emotions,Relax & Wonder,1.75368E+12,Mon Jul 28 08:24:00 GMT+02:00 2025,1.75368E+12,Mon Jul 28 08:25:17 GMT+01:00 2025,60000,1 min,
Tech Config,Screen Relaxation,1.75369E+12,Mon Jul 28 09:01:00 GMT+02:00 2025,1.75369E+12,Mon Jul 28 10:47:33 GMT+01:00 2025,6376615,1 h 46 min,
Hygiene & Styling,Active,1.75369E+12,Mon Jul 28 09:31:00 GMT+02:00 2025,1.75369E+12,Mon Jul 28 10:36:50 GMT+01:00 2025,3932986,1 h 5 min,
Social Dating Chances,Responsibilities ,1.75369E+12,Mon Jul 28 09:36:00 GMT+02:00 2025,1.7537E+12,Mon Jul 28 11:54:10 GMT+01:00 2025,8273009,2 h 17 min,
Screen-free Meals/Breaks,Active,1.75369E+12,Mon Jul 28 10:19:00 GMT+02:00 2025,1.75369E+12,Mon Jul 28 11:05:57 GMT+01:00 2025,2776071,46 min,
Sports,Screen Relaxation,1.75369E+12,Mon Jul 28 10:28:00 GMT+02:00 2025,1.75369E+12,Mon Jul 28 10:29:07 GMT+01:00 2025,60000,1 min,
Play music,Work,1.75369E+12,Mon Jul 28 10:50:00 GMT+02:00 2025,1.75369E+12,Mon Jul 28 11:22:44 GMT+01:00 2025,1956768,32 min,
Distracting Media,Emotional Avoidance,1.75369E+12,Mon Jul 28 11:06:00 GMT+02:00 2025,1.75369E+12,Mon Jul 28 11:07:07 GMT+01:00 2025,60000,1 min,
Play music,Relax & Wonder,1.7537E+12,Mon Jul 28 12:35:00 GMT+02:00 2025,1.7537E+12,Mon Jul 28 12:36:39 GMT+01:00 2025,60000,1 min,
Shop/Book/Plan,Active,1.7537E+12,Mon Jul 28 14:06:00 GMT+02:00 2025,1.75371E+12,Mon Jul 28 16:01:00 GMT+01:00 2025,6861454,1 h 54 min,
Meditate Affir Bodyscan,Screen Relaxation,1.7537E+12,Mon Jul 28 14:13:00 GMT+02:00 2025,1.75371E+12,Mon Jul 28 16:01:08 GMT+01:00 2025,6449339,1 h 47 min,
Sports,Active,1.75371E+12,Mon Jul 28 16:29:00 GMT+02:00 2025,1.75372E+12,Mon Jul 28 17:42:00 GMT+01:00 2025,4341204,1 h 12 min,
Wellness ,Screen Relaxation,1.75372E+12,Mon Jul 28 17:42:00 GMT+02:00 2025,1.75372E+12,Mon Jul 28 17:43:58 GMT+01:00 2025,60000,1 min,
Hobbies,Emotional Avoidance,1.75372E+12,Mon Jul 28 17:52:00 GMT+02:00 2025,1.75372E+12,Mon Jul 28 18:15:36 GMT+01:00 2025,1357926,22 min,
Cooking,Relax & Wonder,1.75372E+12,Mon Jul 28 18:07:00 GMT+02:00 2025,1.75372E+12,Mon Jul 28 18:08:45 GMT+01:00 2025,60000,1 min,
Private Impact,Responsibilities ,1.75372E+12,Mon Jul 28 19:15:00 GMT+02:00 2025,1.75373E+12,Mon Jul 28 21:24:10 GMT+01:00 2025,7705436,2 h 8 min,
Needed Tech Config,Emotional Avoidance,1.75372E+12,Mon Jul 28 19:33:00 GMT+02:00 2025,1.75372E+12,Mon Jul 28 19:40:51 GMT+01:00 2025,426153,7 min,
AWS ML Associate,Active,1.75373E+12,Mon Jul 28 21:15:00 GMT+02:00 2025,1.75373E+12,Mon Jul 28 21:16:45 GMT+01:00 2025,60000,1 min,
Positive Reframing,Responsibilities ,1.75373E+12,Mon Jul 28 21:26:00 GMT+02:00 2025,1.75373E+12,Mon Jul 28 22:16:07 GMT+01:00 2025,2963270,49 min,
Sailing,Screen Relaxation,1.75373E+12,Mon Jul 28 22:09:00 GMT+02:00 2025,1.75373E+12,Mon Jul 28 22:13:11 GMT+01:00 2025,192785,3 min,
Cooking,Responsibilities ,1.75373E+12,Mon Jul 28 22:15:00 GMT+02:00 2025,1.75374E+12,Tue Jul 29 00:45:34 GMT+01:00 2025,8975862,2 h 29 min,
Belonging Architecture ,Screen Relaxation,1.75373E+12,Mon Jul 28 22:21:00 GMT+02:00 2025,1.75373E+12,Mon Jul 28 22:22:40 GMT+01:00 2025,60000,1 min,
Tech Config,Emotional Avoidance,1.75374E+12,Mon Jul 28 22:37:00 GMT+02:00 2025,1.75374E+12,Mon Jul 28 22:38:40 GMT+01:00 2025,60000,1 min,
Job Search,Active,1.75374E+12,Mon Jul 28 22:58:00 GMT+02:00 2025,1.75374E+12,Mon Jul 28 22:59:40 GMT+01:00 2025,60000,1 min,
Work Training,Work,1.75374E+12,Tue Jul 29 00:23:00 GMT+02:00 2025,1.75374E+12,Tue Jul 29 01:09:00 GMT+01:00 2025,2712739,45 min,
Hygiene & Styling,Active,1.75374E+12,Tue Jul 29 00:30:00 GMT+02:00 2025,1.75374E+12,Tue Jul 29 00:39:24 GMT+01:00 2025,516271,8 min,
Sleep,Sleep,1.75375E+12,Tue Jul 29 01:29:00 GMT+02:00 2025,1.75377E+12,Tue Jul 29 07:50:00 GMT+02:00 2025,22860000,6 h 21 min,
Tech Config,Screen Relaxation,1.75377E+12,Tue Jul 29 07:50:00 GMT+02:00 2025,1.75377E+12,Tue Jul 29 07:51:17 GMT+01:00 2025,60000,1 min,
Life Architecture,Emotional Work,1.75377E+12,Tue Jul 29 08:19:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 10:28:35 GMT+01:00 2025,7757927,2 h 9 min,
Dancing,Relax & Wonder,1.75377E+12,Tue Jul 29 08:24:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 09:58:09 GMT+01:00 2025,5599349,1 h 33 min,
Dancing,Connect,1.75377E+12,Tue Jul 29 08:44:00 GMT+02:00 2025,1.75377E+12,Tue Jul 29 09:30:13 GMT+01:00 2025,2723361,45 min,
Belonging Architecture ,Work,1.75377E+12,Tue Jul 29 08:52:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 11:14:11 GMT+01:00 2025,8482027,2 h 21 min,
Finance & Paperwork,Responsibilities ,1.75377E+12,Tue Jul 29 09:07:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 10:40:49 GMT+01:00 2025,5579875,1 h 32 min,
Hobbies,Work,1.75377E+12,Tue Jul 29 09:30:00 GMT+02:00 2025,1.75377E+12,Tue Jul 29 09:31:49 GMT+01:00 2025,60000,1 min,
Work-Tech Play,Relax & Wonder,1.75377E+12,Tue Jul 29 09:38:00 GMT+02:00 2025,1.75377E+12,Tue Jul 29 09:39:27 GMT+01:00 2025,60000,1 min,
Life Architecture,Responsibilities ,1.75378E+12,Tue Jul 29 10:35:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 12:19:10 GMT+01:00 2025,6222697,1 h 43 min,
Work Architecture ,Relax & Wonder,1.75378E+12,Tue Jul 29 10:59:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 12:14:07 GMT+01:00 2025,4479171,1 h 14 min,
Work Architecture ,Responsibilities ,1.75378E+12,Tue Jul 29 11:13:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 12:12:22 GMT+01:00 2025,3542020,59 min,
Walk/Bike/Pack/Look,Work,1.75378E+12,Tue Jul 29 11:33:00 GMT+02:00 2025,1.75378E+12,Tue Jul 29 11:34:20 GMT+01:00 2025,60000,1 min,
Play music,Responsibilities ,1.75378E+12,Tue Jul 29 11:54:00 GMT+02:00 2025,1.75379E+12,Tue Jul 29 13:23:34 GMT+01:00 2025,5354132,1 h 29 min,
Work Architecture ,Responsibilities ,1.75379E+12,Tue Jul 29 14:47:00 GMT+02:00 2025,1.75379E+12,Tue Jul 29 14:48:38 GMT+01:00 2025,60000,1 min,
Positive Reframing,Emotional Work,1.7538E+12,Tue Jul 29 15:27:00 GMT+02:00 2025,1.7538E+12,Tue Jul 29 16:07:56 GMT+01:00 2025,2418301,40 min,
Friends & Family,Active,1.7538E+12,Tue Jul 29 15:30:00 GMT+02:00 2025,1.7538E+12,Tue Jul 29 17:57:34 GMT+01:00 2025,8823682,2 h 27 min,
Work Architecture ,Active,1.7538E+12,Tue Jul 29 15:56:00 GMT+02:00 2025,1.7538E+12,Tue Jul 29 15:58:18 GMT+01:00 2025,107267,1 min,
Hygiene & Styling,Connect,1.7538E+12,Tue Jul 29 16:36:00 GMT+02:00 2025,1.7538E+12,Tue Jul 29 16:37:30 GMT+01:00 2025,60000,1 min,
Joy Architecture,Connect,1.7538E+12,Tue Jul 29 17:01:00 GMT+02:00 2025,1.7538E+12,Tue Jul 29 17:02:30 GMT+01:00 2025,60000,1 min,
Cooking,Screen Relaxation,1.7538E+12,Tue Jul 29 17:09:00 GMT+02:00 2025,1.75381E+12,Tue Jul 29 19:05:22 GMT+01:00 2025,6951832,1 h 55 min,
Public Speaking,Screen Relaxation,1.7538E+12,Tue Jul 29 17:19:00 GMT+02:00 2025,1.75381E+12,Tue Jul 29 18:24:44 GMT+01:00 2025,3893456,1 h 4 min,
Finance & Paperwork,Screen Relaxation,1.75381E+12,Tue Jul 29 18:12:00 GMT+02:00 2025,1.75381E+12,Tue Jul 29 18:50:51 GMT+01:00 2025,2307098,38 min,
Screen-free Meals/Breaks,Emotional Work,1.75381E+12,Tue Jul 29 18:23:00 GMT+02:00 2025,1.75381E+12,Tue Jul 29 18:35:38 GMT+01:00 2025,734768,12 min,
Work Training,Connect,1.75381E+12,Tue Jul 29 18:27:00 GMT+02:00 2025,1.75381E+12,Tue Jul 29 19:48:24 GMT+01:00 2025,4847188,1 h 20 min,
Work Training,Relax & Wonder,1.75381E+12,Tue Jul 29 18:43:00 GMT+02:00 2025,1.75381E+12,Tue Jul 29 18:44:37 GMT+01:00 2025,60000,1 min,
Tech News,Screen Relaxation,1.75382E+12,Tue Jul 29 22:33:00 GMT+02:00 2025,1.75383E+12,Tue Jul 29 23:42:01 GMT+01:00 2025,4104088,1 h 8 min,
Sleep,Sleep,1.75383E+12,Wed Jul 30 01:00:00 GMT+02:00 2025,1.75385E+12,Wed Jul 30 07:30:00 GMT+02:00 2025,23400000,6 h 30 min,
Joy Architecture,Screen Relaxation,1.75385E+12,Wed Jul 30 07:30:00 GMT+02:00 2025,1.75385E+12,Wed Jul 30 07:31:48 GMT+01:00 2025,60000,1 min,
Distracting Media,Work,1.75385E+12,Wed Jul 30 07:54:00 GMT+02:00 2025,1.75385E+12,Wed Jul 30 07:55:48 GMT+01:00 2025,60000,1 min,
Public Speaking,Emotional Avoidance,1.75386E+12,Wed Jul 30 08:30:00 GMT+02:00 2025,1.75386E+12,Wed Jul 30 08:34:12 GMT+01:00 2025,203815,3 min,
Work Architecture ,Relax & Wonder,1.75387E+12,Wed Jul 30 11:23:00 GMT+02:00 2025,1.75387E+12,Wed Jul 30 11:45:18 GMT+01:00 2025,1287609,21 min,
Wellness ,Screen Relaxation,1.75387E+12,Wed Jul 30 13:04:00 GMT+02:00 2025,1.75388E+12,Wed Jul 30 13:48:48 GMT+01:00 2025,2638123,43 min,
Life Architecture,Screen Relaxation,1.75387E+12,Wed Jul 30 13:19:00 GMT+02:00 2025,1.75388E+12,Wed Jul 30 14:22:56 GMT+01:00 2025,3813746,1 h 3 min,
Snooze,Screen Relaxation,1.75388E+12,Wed Jul 30 14:15:00 GMT+02:00 2025,1.75388E+12,Wed Jul 30 14:16:55 GMT+01:00 2025,60000,1 min,
Public Speaking,Emotional Avoidance,1.75388E+12,Wed Jul 30 14:24:00 GMT+02:00 2025,1.75388E+12,Wed Jul 30 14:25:55 GMT+01:00 2025,60000,1 min,
Work-Tech Play,Emotional Avoidance,1.75388E+12,Wed Jul 30 14:34:00 GMT+02:00 2025,1.75388E+12,Wed Jul 30 14:55:16 GMT+01:00 2025,1220771,20 min,
Sports,Emotional Work,1.75388E+12,Wed Jul 30 15:30:00 GMT+02:00 2025,1.75389E+12,Wed Jul 30 18:02:00 GMT+01:00 2025,9064020,2 h 31 min,
Snooze,Relax & Wonder,1.75388E+12,Wed Jul 30 16:05:00 GMT+02:00 2025,1.75388E+12,Wed Jul 30 16:06:56 GMT+01:00 2025,60000,1 min,
Dancing,Emotional Work,1.75389E+12,Wed Jul 30 17:43:00 GMT+02:00 2025,1.75389E+12,Wed Jul 30 18:42:29 GMT+01:00 2025,3513274,58 min,
Coding,Responsibilities ,1.75389E+12,Wed Jul 30 18:12:00 GMT+02:00 2025,1.7539E+12,Wed Jul 30 20:43:18 GMT+01:00 2025,9022535,2 h 30 min,
Meditate Affir Bodyscan,Emotional Avoidance,1.75389E+12,Wed Jul 30 18:24:00 GMT+02:00 2025,1.75389E+12,Wed Jul 30 18:25:51 GMT+01:00 2025,60000,1 min,
Life Architecture,Work,1.7539E+12,Wed Jul 30 19:56:00 GMT+02:00 2025,1.7539E+12,Wed Jul 30 21:10:53 GMT+01:00 2025,4469280,1 h 14 min,
Friends & Family,Connect,1.75391E+12,Wed Jul 30 22:01:00 GMT+02:00 2025,1.75391E+12,Wed Jul 30 22:02:24 GMT+01:00 2025,60000,1 min,
Play music,Work,1.75391E+12,Wed Jul 30 22:12:00 GMT+02:00 2025,1.75391E+12,Wed Jul 30 22:24:57 GMT+01:00 2025,753212,12 min,
Daily Planning,Connect,1.75391E+12,Wed Jul 30 22:18:00 GMT+02:00 2025,1.75391E+12,Wed Jul 30 22:19:24 GMT+01:00 2025,60000,1 min,
Belonging Architecture ,Emotional Avoidance,1.75391E+12,Wed Jul 30 22:35:00 GMT+02:00 2025,1.75391E+12,Wed Jul 30 22:36:08 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.75391E+12,Thu Jul 31 00:31:00 GMT+02:00 2025,1.75394E+12,Thu Jul 31 06:37:00 GMT+02:00 2025,21997398,6 h 6 min,
Sailing,Emotional Avoidance,1.75394E+12,Thu Jul 31 06:37:00 GMT+02:00 2025,1.75395E+12,Thu Jul 31 10:32:42 GMT+01:00 2025,14096128,3 h 54 min,
Life Architecture,Emotional Avoidance,1.75394E+12,Thu Jul 31 07:17:00 GMT+02:00 2025,1.75395E+12,Thu Jul 31 09:03:03 GMT+01:00 2025,6332178,1 h 45 min,
Sleep,Sleep,1.75394E+12,Thu Jul 31 07:47:00 GMT+02:00 2025,1.75395E+12,Thu Jul 31 09:31:00 GMT+02:00 2025,6240000,1 h 44 min,
Coding,Emotional Work,1.75395E+12,Thu Jul 31 09:31:00 GMT+02:00 2025,1.75395E+12,Thu Jul 31 11:34:25 GMT+01:00 2025,7396131,2 h 3 min,
Tech News,Relax & Wonder,1.75395E+12,Thu Jul 31 09:54:00 GMT+02:00 2025,1.75395E+12,Thu Jul 31 11:15:26 GMT+01:00 2025,4874620,1 h 21 min,
Snooze,Connect,1.75395E+12,Thu Jul 31 11:34:00 GMT+02:00 2025,1.75395E+12,Thu Jul 31 11:35:12 GMT+01:00 2025,60000,1 min,
Guilt free Media,Relax & Wonder,1.75396E+12,Thu Jul 31 11:51:00 GMT+02:00 2025,1.75396E+12,Thu Jul 31 13:06:17 GMT+01:00 2025,4473344,1 h 14 min,
Social,Emotional Work,1.75396E+12,Thu Jul 31 11:58:00 GMT+02:00 2025,1.75396E+12,Thu Jul 31 13:59:34 GMT+01:00 2025,7276998,2 h 1 min,
Dating ,Emotional Work,1.75396E+12,Thu Jul 31 12:33:00 GMT+02:00 2025,1.75396E+12,Thu Jul 31 12:34:22 GMT+01:00 2025,60000,1 min,
Tech Config,Active,1.75396E+12,Thu Jul 31 12:47:00 GMT+02:00 2025,1.75397E+12,Thu Jul 31 14:41:51 GMT+01:00 2025,6832022,1 h 53 min,
Sailing,Work,1.75396E+12,Thu Jul 31 13:08:00 GMT+02:00 2025,1.75397E+12,Thu Jul 31 14:44:52 GMT+01:00 2025,5752733,1 h 35 min,
